,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
55,56,Buffalo,14,2648,3155,1004,5803,5.78,414.5
56,57,East Carolina,12,1556,3417,995,4973,5.00,414.4
57,58,Texas,14,2143,3619,1045,5762,5.51,411.6
58,59,Vanderbilt,13,2178,3168,850,5346,6.29,411.2
59,60,Colorado State,12,1267,3659,894,4926,5.51,410.5
60,61,Temple,13,2027,3297,937,5324,5.68,409.5
61,62,Georgia Tech,13,4225,1089,871,5314,6.10,408.8
62,63,Illinois,12,2916,1988,822,4904,5.97,408.7
63,64,Ball State,12,1868,3035,924,4903,5.31,408.6
64,65,UAB,14,2818,2862,963,5680,5.90,405.7
65,65,Duke,13,2075,3199,956,5274,5.52,405.7
66,67,Oregon State,12,1867,2990,915,4857,5.31,404.8
67,68,Boston College,12,2269,2583,895,4852,5.42,404.3
68,69,LSU,13,2257,2970,950,5227,5.50,402.1
69,70,Tulane,13,2836,2378,904,5214,5.77,401.1
70,71,Mississippi State,13,2907,2259,837,5166,6.17,397.4
71,72,Utah,14,2520,3021,971,5541,5.71,395.8
72,73,Marshall,13,2152,2965,908,5117,5.64,393.6
73,74,Middle Tennessee,14,1857,3650,992,5507,5.55,393.4
74,75,UCLA,12,1858,2853,854,4711,5.52,392.6
75,75,Colorado,12,1716,2995,872,4711,5.40,392.6
76,77,Army,13,4062,1041,922,5103,5.53,392.5
77,78,UNLV,12,2692,2002,892,4694,5.26,391.2
78,79,Auburn,13,2177,2892,894,5069,5.67,389.9
79,80,Troy,13,2263,2799,857,5062,5.91,389.4
80,81,SMU,12,1386,3260,869,4646,5.35,387.2
81,82,Virginia,13,2252,2751,857,5003,5.84,384.8
82,83,Kent State,12,2060,2543,914,4603,5.04,383.6
83,84,USC,12,1602,2989,794,4591,5.78,382.6
84,85,Stanford,13,1403,3550,808,4953,6.13,381.0
85,86,Minnesota,13,2221,2714,869,4935,5.68,379.6
86,87,Coastal Carolina,12,2384,2168,780,4552,5.84,379.3
87,87,Louisiana Tech,13,1685,3246,915,4931,5.39,379.3
88,89,Connecticut,12,2394,2147,851,4541,5.34,378.4
89,90,Georgia State,12,2057,2481,815,4538,5.57,378.2
90,91,Tulsa,12,2406,2125,899,4531,5.04,377.6
91,92,Iowa,13,1929,2946,896,4875,5.44,375.0
92,93,Eastern Michigan,13,1890,2947,880,4837,5.50,372.1
93,94,Miami (Ohio),12,1917,2547,818,4464,5.46,372.0
94,95,Maryland,12,2762,1695,728,4457,6.12,371.4
95,96,Iowa State,13,1691,3132,829,4823,5.82,371.0
96,97,New Mexico State,12,1264,3182,891,4446,4.99,370.5
97,98,Pittsburgh,14,3191,1985,887,5176,5.84,369.7
98,99,TCU,13,2030,2749,904,4779,5.29,367.6
99,99,Southern Mississippi,11,1239,2805,788,4044,5.13,367.6
100,101,BYU,13,1991,2753,856,4744,5.54,364.9
101,102,Western Kentucky,12,1642,2722,870,4364,5.02,363.7
102,103,Florida State,12,1093,3241,847,4334,5.12,361.2
103,104,Kentucky,13,2592,2099,832,4691,5.64,360.8
104,105,Miami (Florida),13,2489,2175,835,4664,5.59,358.8
105,106,South Alabama,12,1824,2439,810,4263,5.26,355.3
106,106,Bowling Green,12,1399,2864,822,4263,5.19,355.3
107,108,Northwestern,14,1609,3352,1046,4961,4.74,354.4
108,109,Louisville,12,1698,2533,797,4231,5.31,352.6
109,110,Kansas,12,1903,2307,815,4210,5.17,350.8
110,111,Navy,13,3594,947,859,4541,5.29,349.3
111,112,San Diego State,13,2102,2433,831,4535,5.46,348.8
112,113,Georgia Southern,13,3461,1027,760,4488,5.91,345.2
113,114,Kansas State,12,2191,1945,797,4136,5.19,344.7
114,115,California,13,2045,2421,910,4466,4.91,343.5
115,116,Charlotte,12,1951,2166,830,4117,4.96,343.1
116,117,Michigan State,13,1623,2824,962,4447,4.62,342.1
117,118,Arkansas,12,1721,2307,810,4028,4.97,335.7
118,119,Wyoming,12,2393,1576,771,3969,5.15,330.8
119,120,Texas State,12,1777,2186,778,3963,5.09,330.3
120,121,New Mexico,12,1838,2122,793,3960,4.99,330.0
121,122,Tennessee,12,1549,2357,716,3906,5.46,325.5
122,123,San Jose State,12,738,3146,805,3884,4.82,323.7
123,124,Northern Illinois,14,2337,2175,998,4512,4.52,322.3
124,125,Rice,13,1867,2272,858,4139,4.82,318.4
125,126,UTEP,12,1484,2208,751,3692,4.92,307.7
126,127,Akron,12,1143,2390,764,3533,4.62,294.4
127,128,Rutgers,12,1609,1586,772,3195,4.14,266.3
128,129,Central Michigan,12,1442,1614,809,3056,3.78,254.7
129,130,UTSA,12,1047,1918,758,2965,3.91,247.1
