,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
82,81,UCLA,13,21,14,66.7,1.6,1.1
83,81,Wisconsin,13,21,14,66.7,1.6,1.1
84,81,Rice,14,21,14,66.7,1.5,1.0
85,81,New Mexico,12,12,8,66.7,1.0,0.7
86,81,Wake Forest,12,12,8,66.7,1.0,0.7
87,81,Georgia State,12,12,8,66.7,1.0,0.7
88,89,Penn State,12,23,15,65.2,1.9,1.3
89,90,Iowa State,12,20,13,65.0,1.7,1.1
90,90,Alabama,13,20,13,65.0,1.5,1.0
91,90,Buffalo,13,20,13,65.0,1.5,1.0
92,93,Florida Atlantic,12,17,11,64.7,1.4,0.9
93,93,Kansas,12,17,11,64.7,1.4,0.9
94,93,Syracuse,13,17,11,64.7,1.3,0.8
95,96,Florida International,12,14,9,64.3,1.2,0.8
96,96,Louisiana-Lafayette,13,14,9,64.3,1.1,0.7
97,98,Miami (Ohio),12,11,7,63.6,0.9,0.6
98,99,Massachusetts,12,19,12,63.2,1.6,1.0
99,99,Arizona,13,19,12,63.2,1.5,0.9
100,101,Baylor,13,24,15,62.5,1.8,1.2
101,101,Connecticut,12,16,10,62.5,1.3,0.8
102,101,North Texas,13,16,10,62.5,1.2,0.8
103,104,East Carolina,13,26,16,61.5,2.0,1.2
104,105,Oklahoma State,13,18,11,61.1,1.4,0.8
105,106,Texas State,12,15,9,60.0,1.3,0.8
106,107,Northern Illinois,14,34,20,58.8,2.4,1.4
107,107,Idaho,12,17,10,58.8,1.4,0.8
108,109,UTSA,12,19,11,57.9,1.6,0.9
109,110,Virginia Tech,13,26,15,57.7,2.0,1.2
110,111,Wyoming,12,7,4,57.1,0.6,0.3
111,112,Akron,12,16,9,56.3,1.3,0.8
112,113,Kent State,12,18,10,55.6,1.5,0.8
113,113,Louisiana-Monroe,12,9,5,55.6,0.8,0.4
114,115,Southern Mississippi,12,20,11,55.0,1.7,0.9
115,116,Florida,12,22,12,54.5,1.8,1.0
116,116,Eastern Michigan,12,11,6,54.5,0.9,0.5
117,118,Hawai'i,12,13,7,53.8,1.1,0.6
118,119,UNLV,13,19,10,52.6,1.5,0.8
119,120,San Diego State,13,16,8,50.0,1.2,0.6
120,120,Purdue,12,12,6,50.0,1.0,0.5
121,122,Mississippi State,13,21,10,47.6,1.6,0.8
122,123,UTEP,12,15,7,46.7,1.3,0.6
123,124,Cincinnati,13,17,7,41.2,1.3,0.5
124,125,Temple,12,9,3,33.3,0.8,0.3
